nama,review,bintang
AN nur,"Wajib dibuatkan masjid kecil/mushollah di area asrama putra. Yang rutin berkumandang adzan sholat lima waktu (bukan ruangan kecil yg disebut mushollah tapi tidak ada kumandang adzan sebagai syiar Islam). Ukuran 10mx10m sepertinya sdh memadai untuk disebut sebagai masjid/ mushollah. Karena sholat lima waktu hukumnya wajib berjama'ah bagi laki-laki muslim. Kalau itu diterapkan, pasti akan terbentuk karakter mahasiswa dan lulusan yang bertaqwa. Karena masjid raya jaraknya jauh dari asrama putra.Wajib dibuatkan masjid kecil/mushollah di area asrama putra. Yang rutin berkumandang adzan sholat lima waktu (bukan ruangan kecil yg disebut mushollah tapi tidak ada kumandang adzan sebagai syiar Islam). Ukuran 10mx10m sepertinya sdh …Lengkapnya",5
Godly CNS,,5
adrian delcano,"Tempat untuk menimba ilmu agar bersinergi bangun negeri. Tersedia berbagai macam fakultas dan program studi.Untuk player Pokemon Go, di kampus ini banyak spot bagus untuk hunting pokemon. Tersedia banyak Gym dan pokestop.Tempat untuk menimba ilmu agar bersinergi bangun negeri. Tersedia berbagai macam fakultas dan program studi. …Lengkapnya",5
Yohanes Krisega M,,5
Mutiara Kurniawan,Kampus penuh kenangan dan cerita. Tenang suasana di pedesaan.,5
hukman thayib amri,,5
Fareed Read,"Tempatnya cukup luas..tapi banyak fasilitas kampus yang kurang terjaga. Misalnya kebersihan lingkungan sekitas kampus, tanaman peneduh yg kurang terawat, sepeda yang pakai barcode yang kurang terawat, toilet2 kampus. Semoga rektor dan pengelola kampus lebih peduli tentang hal tersebut. Salam",3
Eny W,,3
MOHD FAIROZ OMAR,Anakku Dewi Isma Aryani Aliumni S2  Magister Desain ITB jadi Dosen Pengajar di Universitas Telkom bagus,5
Nunu Nugraha,,5
Gibran Toto,"Universitas Telkom, lingkungan nya asri tertata rapih bersih, rindang banyak pepohonan amdalnya ok punya.Kagak bakalan nyesel jika putra putrinya jadi mahasiswa/i di Telkom University.Bagi sy cocok banget.Mudah²an rektor, dosen dan staf² fungsinal dan strukturalnya baik dan amanah juga wabil khusus semua jebolan telkom bisa memberikan kontribusi yg positif bagi nusa dan bangsanya.Vivo...telkom university.👍👍👍🤝👌Universitas Telkom, lingkungan nya asri tertata rapih bersih, rindang banyak pepohonan amdalnya ok punya.Kagak bakalan nyesel jika putra putrinya jadi mahasiswa/i di Telkom University. …Lengkapnya",5
Dawam Djs,,5
Azkal Zalfa,"3thn yang lalu ngantarin anak kuliah di jurusan teknik informatika..mengitari kampus yang luas,kala itu meski sedikit terik..namun asri dengan tatanan gedung dan pepohonan rindang membuat kampus terlihat adem.. Berharap anak anak segera bisa kuliah tatap muka kembali dan pandemi ini segera berakhir, anak anak bisa kembali ke kampus..",5
Juan Christophel,,5
aris sarjito,mantap sekali univ ini,5
Faisal Akbar,,5
Yanuar Firdaus,Kampus ai tercintaa is the best🔥🔥,5
Hanif ahmadzakir,,5
M. Dimas Arief S.,"Mantap, kampus paling nyaman dan keren di buah batu bandung. fasilitas mantap. nyaman. anak anak nya ramah. suka nongkrong kalo malem depan bunderan",5
Candra Herdiansyah,,5
Syammary Naufal,Membuat Lalulintas di semua Jalan MACET,2
Wildhan Satriady,,2
Rian Andriansyah,Keamanan tempat parkirnya benar-benar dijaga. Tentu saja demi keamanan dan kenyamanan setiap civitas akademikanya. Gedungnya banyak dan megah-megah. Tempatnya sangat luas dan moderen sekali. Tentu saja free wifi yang menjadikannya semakin menarik.,5
Addhia Ilman,,5
umar faruq,Fasilitasnya cukup banyak dan mampu menunjang  mahasiswa. Saya bangga menjadi lulusan sini. Maju & sukses Tel-U,5
daffa faiz,,5
Mega R. Wulan,"kamous ini merupakan biang macet di bojongsoang, banyak mahasiswanya yang membawa kendaraan dan membikin macet jalan bojongsoang ketika mereka hendak masuk atau keluar ke universitas ini.polisi sudah berusaha sekuat mungkin agar jalanan tidak macet, tapi sepertinya pihak rektorat kampus tidak peduli dengan usaha pihak kepolisian ini, tidak terlihat usaha dari pihak kampus untuk meredakan kemacetan yang sudah semakin parah di jalan bojongsoang akibat keluar masuk kendaraan ke universitas telkom... kampus payah...kamous ini merupakan biang macet di bojongsoang, banyak mahasiswanya yang membawa kendaraan dan membikin macet jalan bojongsoang ketika mereka hendak masuk atau keluar ke universitas ini. …Lengkapnya",1
Ahmad Fauzi,,1
aris stiawan,"Tempat ane kuliah, dari yg masih stt, jadi itt, ampe sekarang jadi universitas. Dari yg dulunya sepi masih ada danau kecil atau kolam atau bahkan rawa sekarang udah jadi kos kosan mirip apartemen. Tapi kuliah disini tempat refreshingnya sedikit dan jauh mau kemana-mana. Ke kota setengah jam sampe sejam naik motor, ke ciwidey juga sejam sampe satu setengah jam naik motor. Di area kampus refreshingnya internetan doank. Jadi kuliah disini bener2 bisa fokus belajar. Dakol juga sekarang berdebu.Tempat ane kuliah, dari yg masih stt, jadi itt, ampe sekarang jadi universitas. Dari yg dulunya sepi masih ada danau kecil atau kolam atau bahkan rawa sekarang udah jadi kos kosan mirip apartemen. Tapi kuliah disini tempat refreshingnya …Lengkapnya",5
Sukino Putra,,5
hoby sekitar kita,"Universitas terbaikUniversitas ini terletak di bandung selatan...dengan askes jalan yang gampang.di lewati..mau lewat dari jalan moch toha dan  keluar tol buah batu  langsung belok kiri ke jln bojong soangDengan  pengajar/dosen dosen yang perpengalaman.dan di bagi beberapa bidang jurusan dari bisnis ,akuntan ,industri kreatif,manajemen,dan lain lainDan di.   Sini juga ada fassilitas asrama buat mahasiswa dan mahasiswi tempat parkir juga cukup luasUniversitas terbaikUniversitas ini terletak di bandung selatan...dengan askes jalan yang gampang.di lewati..mau lewat dari jalan moch toha dan  keluar tol buah batu  langsung …Lengkapnya",4
Satya Rahadhian,,4
Wulan Dalu,"Tempatnya rami di hari Minggu ,anda bisa mencoba kuliner dengan harga terjangkau ,dan bisa jalan2 di dalamnya bersama anak-anak",5
Arinto Wicaksono,,5
Kurniawan Dhewo,Menghadiri acara wisuda ponakan hari Jumat tgl 24 November 2023 kemarin disini,5
sofyan0pan,,5
Rizky Vidhian,Kesini buat tes cpns. Kampusnya luas.,5
Ekafadly Jusuf,,5
Sarah Istiqomah,Mangtap lah kampusnya serucitynya sangat ramah sedikit ada kemacetan jika mau kampus lebih awal kusarankn ya boss,5
Kasturi Dimyathi,,5
Naila Fauziah,"Lahan yang luas, gedung perkuliahan yang bagus, ada lahan untuk sarana olah raga dan menyalurkan aktivitas hobi juga bisa untuk acara2 panggung, keamanan makin diperketat.",5
Raihaana,,5
Rere Kartika,Kampusnya luas banget bagus bangunannyaaa 👍👍👍,5
Sujito Creat,,5
panji tresna,"Di hari minggu dijadikan tempat berjualan atau sering disebut pasar minggu,,, banyak pedagang dan orang lalu lalang,, seru banget,,, sekalian cuci mata soalnya banyak bervariasi yang dijual",4
Reno prasetiyo,,4
Andhika Prihastanto,"Rupanya Tel-U berbenah selama masa pandemi, kampusnya jadi indah, nyaman, dan banyak kursi/bangku di luar ruangan, sepertinya bakalan nyaman buat ngobrol dan diskusi mahasiswa.",5
Iin karlina,,5
Tya Tarigan,"Tempatku berlabuh untuk menyelesaikan masa studi disini. sungguh cerita yg sangat menarik bila ku ingat sebelum masuk universitas ini. ceritanya begini, rumahku terletak di daerah gegerkalong, dan waktu itu yg aku tau tentang kampus telkom ya yg ada di daerah gegerkalong itu, selebihnya saya tidak tahu yg terletak didaerah dayeuhkolot.Ternyata setelah aku keterima, kampusku terletak di daerah dayeuhkolot, sungguh terkedjoet waktu itu. Karena waktu itu aku tidak tau jalan menuju dayeuhkolot hahaha. tapi selama masa studiku disini, banyak sekali cerita suka duka. dan tak lupa ku ucapkan untuk para mantanku yg sudah membangun motivasi untuk menyelesaikan masa studiku, tanpa kalian aku hanyalah veteran kampus.Tempatku berlabuh untuk menyelesaikan masa studi disini. sungguh cerita yg sangat menarik bila ku ingat sebelum masuk universitas ini. ceritanya begini, rumahku terletak di daerah gegerkalong, dan waktu itu yg aku tau tentang kampus telkom …Lengkapnya",5
Chemchem ID,,5
Muhammad Rofi Jamil,"Kampua bagus ,nyaman,dan tertib",5
Yulia Rahmawati,,5
Dzaky Hidayat,Jualan baru pertamakali buka jadi harus sabar dulu,3
Yukenviroka 12,,3
Fahrudin Fajar,Fasilitasnya lengkap. Kampusnya nyaman. Pencahayaan ya juga cukup. Ada fasilitas asrama juga untuk mahasiswa baru sebagai. PTS terbaik no 1 di Indonesia,5
Ashrory Aulia,,5
MANTAN SARJANA TV,"Kalau bawa kendaraan, untuk orang luar aga susah kalau mau keluar masuk, harus sudah jelas mau ke mana, janjian sama siapa, dll.. Kalau mau lihat-lihat mungkin bisa jalan kaki..",4
alamsilmi,,4
A,"security penjaga portal hrs ditatar lg sikapnya,judes,ga ada senyum,sprti malas membuka portal utk tamu yg memang tdk memiliki entry card,sdh kewajibannya menerima dan membuka portal utk tamu",1
Sullivan Novel,,1
Rinarti Tresnaningtia,"Luas sekali. Kalau misal kuliah di gedung yang belakang, mau jajan ke depan, niscaya bisa kurus.. kalau tiap hari.Agak kurang bersih lingkungannya.",5
wahab subang,,5
Naufal Al Farisi,"Sehari2 Saya nongkrong di situh , tempat nya Enak ...Sayang Sekarang Lagi Corona Jadi Mahasiswa Pada PulangKampung ...Biasanya Rame Orderan Gojek",5
Mang Amin (WongKito),,5
Ulva Rahma Damayanti,"Apaan website lemot bgt, ga sesuai sama nama nya yg merupaka jaringan terbaik terluas dan tercepat di Indonesia. Parah bgt website nya, benerin biar gak lemot",1
Dokumentasi - M Rifqi F,,1
A D,Jalan yg di luar semoga diaspal kembaliKarena banyak yg berlubang,5
Amin Aenurahman,,5
Rachmat Syarif,"Luas,  ada asrama untuk luar daerah Bandung sangat membantu mahasiswa baru,  orang tua tidak repot khawatir tahun pertama",5
Shiva bishnoi,,5
Naufal Ardian,"Kanpus yg nyaman, bersih dan bersahabat, menjadi salah satu sumber penghasilan bagi warga setempat yg berjualan maupun jasa kost.",5
Yunia Rizki Ramdhani,,5
abdul djalil siregar spi,Bagus banget kampus nya lengkap banget materi kuliahnya bagian IT nya,5
Sonny Davis,,5
ahyaa rizqi,"Tempatnya sangat luas , megah,mewah dan nyaman untuk belajar jauh dari kebisingan, udaranya segar.",5
Sugiek 17,,5
bayu meidia,"Kampus luas, bersih, lab bagus. Namun pepohonan masih kurang apalagi yg  lokasi belakang",5
Antonius Adhi,,5
Andro Ginting,"Tempatnya bagus, beberapa waktu lalu pernah kesini untuk menghadiri penyerahan beasiswa. Luas juga, suka pusing bisa bisa tersesat hehe.",4
Ariyanto Saputro,,4
CuaY BohaY,Mahasiswanya banyak mengikuti lomba dan juara internasional walaupun tidak dipublikasikan juga pembangunan yang pesat untuk mengejar standar internasional,5
Thisistamaka,,5
M Ridho Rahman Priadi,TelU adalah perguruan tinggi yg terletak di jl.Terusan Buahbatu Bojongsoang....Tempat luas dan tempat menimba ilmu yg mampu mencetak penerus Bangsa yg mumpuni,5
Anto Distoe,,5
rini handriani,Kampusnya bagus. Cuma kalo siang panas + kadang macet di jalan rayanya,5
Tony Syafei (Dadric),,5
Nur Hari Prihwanti,"Sebagai mahasiswi disana, telkom tempat macet. Macet bgt serius😂 tapi makanan diluar enak enak dan bamyak variannya! Tapi klo di kantin dalem univnya mahal mahal untuk saya yg missquen :(",5
Umi Qulsum,,5
Very Andhika,Enak buat olahraga minggu,5
faruq ikhwan,,5
shans3310,Kampusnya luas dan nyaman dengan berbagai fasilitas.... mudah2an menghasilkan alumni entrepreneur berkualitas,5
Raheng Brutalistik,,5
Rizky,"Fasilitas internet yang tersebar dimana - mana, memudahkan kita mengakses informasi dan komunikasi dengan rekan kita.Fakultas - fakultas dengan mahasiswa produktif, sangat baik untuk yang suka kompetisi dan tantangan.Fasilitas internet yang tersebar dimana - mana, memudahkan kita mengakses informasi dan komunikasi dengan rekan kita. …Lengkapnya",5
Faisal Rahman,,5
Tri Suci Indah Sari,Tempatnya luas aman nyaman dan pelayanannya ramah. Proses pendidikannya baik. Alhamdulillah,5
Tubagus Thahari,,5
